condition,experiment,speed,session_length,meta,seed,hmm_accuracy,total_pnl,sharpe,n_vetoes,n_retrains,detection_lag,acc_trending,acc_mean_reverting,acc_volatile,lag_trending_to_mean_rev,lag_trending_to_volatile,lag_mean_rev_to_trending,lag_mean_rev_to_volatile,lag_volatile_to_trending,lag_volatile_to_mean_rev,pnl_when_correct,pnl_when_incorrect,avg_pnl_correct,avg_pnl_incorrect,conf_at_transition,conf_at_stable
slow_meta,speed_sweep,slow,300.0,True,1322343643,0.7975,2088.0,0.2484,45,0,2.0,0.7143,0.6757,1.0,5.0,0.0,0.0,1.0,0.0,1.0,732.0,1356.0,40.67,84.75,1.0,0.9983
slow_meta,speed_sweep,slow,300.0,True,1045774704,0.6203,1992.0,0.2204,21,3,1.0,0.8,0.3824,0.0,1.0,0.0,1.0,0.0,0.0,0.0,660.0,1332.0,18.86,57.91,0.8952,0.9849
fast_meta,speed_sweep,fast,300.0,True,867840690,0.8354,2470.0,0.227,42,0,1.44,0.7,0.7308,1.0,1.0,1.0,2.0,1.0,2.667,1.4,1636.0,834.0,68.17,64.15,0.9997,0.9889
sesslen_120,session_sweep,medium,120.0,False,1856303788,0.5949,2036.0,0.2144,42,0,1.12,0.6842,0.3158,1.0,1.5,0.0,1.0,1.0,1.0,1.0,784.0,1252.0,39.2,73.65,0.8792,0.918
slow_meta,speed_sweep,slow,300.0,True,2030323540,0.8987,2188.0,0.2454,17,0,1.5,0.8571,0.0,0.9667,0.0,1.5,0.0,0.0,1.5,0.0,1608.0,580.0,29.78,72.5,0.9899,0.9715
sesslen_60,session_sweep,medium,60.0,False,1325817982,0.443,1216.0,0.1601,32,0,1.67,0.9286,0.0,0.2812,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1216.0,0.0,64.0,0.9992,0.9878
fast_nometa,speed_sweep,fast,300.0,False,1393945278,0.8861,2048.0,0.1916,51,0,1.27,0.9,0.8529,0.9143,1.0,1.0,1.5,1.0,1.0,1.6,1468.0,580.0,77.26,64.44,0.9977,0.9825
fast_meta,speed_sweep,fast,300.0,True,1876300668,0.6582,2156.0,0.219,24,1,1.54,0.931,0.2692,0.75,3.5,1.0,1.0,1.0,1.0,3.0,1536.0,620.0,41.51,34.44,0.9988,0.9939
fast_meta,speed_sweep,fast,300.0,True,83795283,0.7089,2146.0,0.1963,33,0,1.93,0.625,0.4286,1.0,1.0,1.0,1.0,1.0,3.5,2.5,1396.0,750.0,60.7,32.61,0.9908,0.9944
medium_nometa,speed_sweep,medium,300.0,False,29952294,0.7089,1934.0,0.1967,51,0,1.0,0.4483,0.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1934.0,0.0,113.76,0.9822,0.9585
sesslen_300,session_sweep,medium,300.0,False,680986792,0.8987,1988.0,0.1958,48,0,1.0,1.0,0.7419,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1316.0,672.0,57.22,84.0,0.9998,0.9975
slow_meta,speed_sweep,slow,300.0,True,413998604,0.8228,2482.0,0.2455,26,0,1.5,0.5625,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1680.0,802.0,40.0,72.91,1.0,0.9624
fast_nometa,speed_sweep,fast,300.0,False,926920349,0.6203,2292.0,0.234,52,0,1.62,0.1852,0.75,0.9583,1.333,1.5,1.5,1.0,4.0,1.667,1492.0,800.0,124.33,53.33,0.9293,0.947
sesslen_60,session_sweep,medium,60.0,False,1583174970,0.557,1968.0,0.2164,46,0,2.25,0.4324,0.3913,1.0,1.5,1.0,3.667,0.0,2.0,0.0,208.0,1760.0,16.0,88.0,0.9771,0.9424
very_fast_meta,speed_sweep,very_fast,300.0,True,379060287,0.7215,2152.0,0.2325,41,0,1.1,0.6071,0.6,0.9615,1.25,1.0,1.0,1.0,1.4,1.0,1332.0,820.0,74.0,41.0,0.9719,0.9566
sesslen_300,session_sweep,medium,300.0,False,940000030,0.7468,2018.0,0.1971,52,0,1.29,0.3333,0.7037,1.0,0.0,1.0,1.0,1.0,2.0,1.5,1348.0,670.0,96.29,51.54,0.9967,0.9784
slow_meta,speed_sweep,slow,300.0,True,1429378387,0.8354,2326.0,0.2183,35,0,1.0,0.8378,0.7083,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1696.0,630.0,53.0,52.5,1.0,0.9701
sesslen_120,session_sweep,medium,120.0,False,548984894,0.6203,2180.0,0.2295,48,0,3.14,0.2647,0.75,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1624.0,556.0,108.27,34.75,0.9726,0.937
slow_nometa,speed_sweep,slow,300.0,False,757610280,0.7975,2187.0,0.1972,38,0,1.0,0.6333,0.7647,0.9688,1.0,1.0,0.0,1.0,1.0,0.0,691.0,1496.0,24.68,115.08,0.9544,0.9775
slow_nometa,speed_sweep,slow,300.0,False,1007029607,0.6709,2622.0,0.2233,34,0,3.33,0.3333,0.7857,0.9167,0.0,1.0,6.0,0.0,0.0,3.0,1986.0,636.0,94.57,26.5,1.0,0.99
sesslen_120,session_sweep,medium,120.0,False,1530693879,0.5316,1936.0,0.2157,49,0,1.88,0.4333,0.4118,1.0,2.5,1.0,1.667,1.0,0.0,3.0,0.0,1936.0,0.0,88.0,0.9846,0.9562
slow_nometa,speed_sweep,slow,300.0,False,843580931,0.5949,1648.0,0.2114,16,0,1.0,0.7391,0.0,0.9091,0.0,1.0,0.0,1.0,0.0,0.0,672.0,976.0,16.8,42.43,0.9992,0.9955
medium_meta,speed_sweep,medium,300.0,True,1760602300,0.8481,1400.0,0.1898,27,0,1.0,0.8788,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1400.0,0.0,31.11,0.0,0.9987,0.996
slow_nometa,speed_sweep,slow,300.0,False,718391984,0.8481,2022.0,0.2173,33,0,1.33,0.7917,0.7308,1.0,0.0,1.0,1.0,0.0,0.0,2.0,824.0,1198.0,24.24,99.83,1.0,0.9881
sesslen_60,session_sweep,medium,60.0,False,786505713,0.5063,1988.0,0.227,30,0,2.0,1.0,0.0571,0.8421,5.0,0.0,0.0,1.333,1.0,0.0,1364.0,624.0,62.0,23.11,0.9968,0.9563
slow_meta,speed_sweep,slow,300.0,True,422337120,0.6582,2114.0,0.1948,44,0,1.0,0.6957,0.6429,0.0,1.0,0.0,1.0,0.0,0.0,0.0,858.0,1256.0,61.29,59.81,1.0,0.9655
sesslen_300,session_sweep,medium,300.0,False,1535859110,0.7595,2256.0,0.2272,30,0,1.12,0.8276,0.6857,0.8,1.5,1.0,1.0,1.0,0.0,1.0,2256.0,0.0,60.97,0.0,0.9753,0.9375
medium_nometa,speed_sweep,medium,300.0,False,886549264,0.8228,1966.0,0.2268,42,0,1.29,0.6923,0.7273,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1366.0,600.0,52.54,54.55,0.9634,0.9821
fast_meta,speed_sweep,fast,300.0,True,1233811358,0.7089,2136.0,0.2438,54,0,1.25,0.375,0.7333,1.0,1.0,1.0,3.0,1.0,1.5,1.25,604.0,1532.0,75.5,90.12,0.9923,0.97
very_fast_nometa,speed_sweep,very_fast,300.0,False,1391469800,0.7595,2061.0,0.2161,46,0,1.32,0.6667,0.625,1.0,1.429,1.0,1.2,1.0,1.75,1.714,1255.0,806.0,78.44,47.41,0.9864,0.9971
sesslen_180,session_sweep,medium,180.0,False,1460502141,0.8481,1940.0,0.2391,42,0,1.71,0.75,0.963,0.8125,1.0,1.0,0.0,2.0,3.0,1.5,1218.0,722.0,46.85,65.64,0.9998,0.9783
slow_meta,speed_sweep,slow,300.0,True,1416323149,0.8101,2346.0,0.2192,36,0,3.5,0.76,0.5789,0.9714,6.0,0.0,0.0,1.0,3.5,0.0,1614.0,732.0,57.64,48.8,0.9721,0.9972
medium_meta,speed_sweep,medium,300.0,True,776283869,0.8734,2114.0,0.2402,40,0,1.29,0.9565,0.7273,1.0,0.0,1.0,1.0,1.0,0.0,1.667,1534.0,580.0,52.9,58.0,0.9896,0.9928
fast_nometa,speed_sweep,fast,300.0,False,1789727436,0.8861,2138.0,0.227,37,0,1.24,0.8571,0.7619,1.0,1.0,1.0,1.5,0.0,1.5,1.0,1508.0,630.0,45.7,70.0,0.9991,0.9992
fast_meta,speed_sweep,fast,300.0,True,1812123863,0.8101,1890.0,0.2146,31,0,1.2,0.7188,0.7391,1.0,1.333,1.0,1.5,1.0,1.0,1.5,1274.0,616.0,37.47,44.0,0.9941,0.9883
fast_meta,speed_sweep,fast,300.0,True,507265040,0.8228,2424.0,0.2185,34,0,1.2,0.7222,0.7333,1.0,1.0,1.0,1.0,1.0,1.75,0.0,1450.0,974.0,46.77,69.57,0.9936,0.995
sesslen_120,session_sweep,medium,120.0,False,1832648243,0.8734,2148.0,0.2212,24,0,1.88,0.8649,0.6,0.9688,3.0,1.0,2.0,1.0,3.0,1.0,930.0,1218.0,20.22,135.33,0.9752,0.9811
fast_meta,speed_sweep,fast,300.0,True,1872262820,0.7975,2164.0,0.2047,39,0,1.21,1.0,0.7317,0.5455,1.0,2.5,1.0,0.0,1.0,0.0,1772.0,392.0,73.83,24.5,0.997,0.996
fast_meta,speed_sweep,fast,300.0,True,878648,0.8861,2600.0,0.2224,45,0,1.06,0.9,0.76,0.9706,1.0,1.0,1.0,1.0,1.25,1.0,1930.0,670.0,77.2,74.44,0.9834,0.9968
sesslen_120,session_sweep,medium,120.0,False,1682964505,0.2405,1942.0,0.2142,40,0,3.17,0.0833,0.6667,0.0882,0.0,4.0,4.0,0.0,5.0,1.0,182.0,1760.0,36.4,51.76,0.9875,0.9834
sesslen_300,session_sweep,medium,300.0,False,626352465,0.9241,2402.0,0.2451,30,0,1.12,0.9412,0.7143,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1732.0,670.0,40.28,111.67,0.997,0.9843
very_fast_meta,speed_sweep,very_fast,300.0,True,1769122004,0.7342,2574.0,0.1964,50,0,1.14,0.6538,0.5385,1.0,1.333,1.0,1.167,1.0,1.2,1.167,2574.0,0.0,198.0,0.0,0.9789,0.9958
fast_nometa,speed_sweep,fast,300.0,False,965332519,0.8481,2160.0,0.2246,35,0,1.54,0.8276,0.6316,1.0,2.5,1.0,1.0,1.0,1.75,2.0,1142.0,1018.0,35.69,84.83,0.9981,0.9944
fast_nometa,speed_sweep,fast,300.0,False,1819561049,0.8354,1964.0,0.2138,35,0,1.4,0.7353,0.6667,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1314.0,650.0,42.39,50.0,0.997,0.9931
sesslen_60,session_sweep,medium,60.0,False,2140334013,0.4177,2044.0,0.2363,43,0,1.14,0.2941,0.5909,0.4348,1.0,2.0,1.0,0.0,1.0,0.0,1706.0,338.0,121.86,15.36,0.9698,0.9379
sesslen_180,session_sweep,medium,180.0,False,644523759,0.7595,1846.0,0.2206,42,0,2.12,0.5263,0.7333,0.9333,1.0,1.0,1.0,1.0,8.0,3.0,1174.0,672.0,65.22,35.37,0.9526,0.9768
sesslen_300,session_sweep,medium,300.0,False,1984646240,0.7848,2134.0,0.2099,42,0,1.43,0.6129,0.75,0.9444,0.0,1.0,2.0,0.0,1.5,2.0,1616.0,518.0,70.26,37.0,1.0,0.9656
slow_nometa,speed_sweep,slow,300.0,False,628777684,0.8228,2384.0,0.2244,36,0,2.33,0.8485,0.7333,0.9375,1.0,0.0,1.0,0.0,5.0,0.0,2384.0,0.0,79.47,0.0,1.0,0.9844
slow_meta,speed_sweep,slow,300.0,True,1715778711,0.7848,2622.0,0.2233,44,0,1.5,0.5789,0.7097,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1986.0,636.0,110.33,37.41,0.9995,0.9864
sesslen_300,session_sweep,medium,300.0,False,1785220798,0.5696,2260.0,0.2377,46,0,2.33,0.1667,0.5682,1.0,2.0,0.0,6.0,1.0,0.0,1.5,1654.0,606.0,110.27,33.67,0.9668,0.9408
medium_meta,speed_sweep,medium,300.0,True,1954091731,0.8608,1884.0,0.2162,49,0,1.0,0.7143,0.7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,704.0,1180.0,37.05,107.27,0.9788,0.9906
slow_nometa,speed_sweep,slow,300.0,False,1060195491,0.8481,1974.0,0.1952,34,0,1.0,0.75,0.7143,1.0,0.0,1.0,1.0,0.0,0.0,1.0,596.0,1378.0,18.06,114.83,0.9993,0.9887
sesslen_120,session_sweep,medium,120.0,False,989755342,0.8228,2352.0,0.2481,42,0,1.14,0.7407,0.6111,1.0,1.0,1.0,0.0,1.0,1.333,0.0,2114.0,238.0,88.08,18.31,0.9853,0.9559
sesslen_300,session_sweep,medium,300.0,False,116396847,0.8481,1958.0,0.239,37,0,1.12,0.8966,0.7568,1.0,1.0,0.0,1.333,1.0,0.0,1.0,1394.0,564.0,46.47,47.0,0.9999,0.9931
slow_nometa,speed_sweep,slow,300.0,False,1435850117,0.8228,1944.0,0.2136,21,0,1.67,0.7447,0.0,0.9375,0.0,2.0,0.0,0.0,1.0,0.0,1204.0,740.0,25.08,74.0,0.9599,0.943
very_fast_meta,speed_sweep,very_fast,300.0,True,523276532,0.3797,1884.0,0.2173,32,5,1.53,0.7586,0.0,0.3333,0.0,1.6,1.143,2.667,1.25,0.0,1152.0,732.0,57.6,27.11,0.9912,0.9996
sesslen_180,session_sweep,medium,180.0,False,1476859889,0.8354,1930.0,0.2177,33,0,1.25,0.7568,0.7778,1.0,1.0,1.0,2.0,0.0,1.5,1.0,1282.0,648.0,38.85,49.85,0.9977,0.9872
medium_nometa,speed_sweep,medium,300.0,False,2139154643,0.443,1278.0,0.1854,30,0,1.5,0.7143,0.0,0.7812,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1278.0,0.0,41.23,0.975,0.9969
sesslen_120,session_sweep,medium,120.0,False,559356708,0.8608,1730.0,0.2388,42,0,1.12,0.7826,0.7273,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1338.0,392.0,49.56,39.2,0.9816,0.9961
fast_nometa,speed_sweep,fast,300.0,False,426642454,0.8354,2166.0,0.2271,39,0,1.38,0.96,0.6333,0.9583,1.0,1.0,1.5,1.0,1.0,2.667,1964.0,202.0,72.74,15.54,0.9995,0.9971
fast_nometa,speed_sweep,fast,300.0,False,1335629702,0.5316,1414.0,0.187,18,0,1.1,0.9583,0.0,1.0,0.0,1.0,1.0,1.0,1.5,0.0,880.0,534.0,29.33,17.23,1.0,1.0
sesslen_300,session_sweep,medium,300.0,False,458812249,0.8987,1922.0,0.1948,27,0,1.25,0.8649,0.75,1.0,1.0,1.0,1.0,0.0,1.5,2.0,1350.0,572.0,30.68,71.5,0.9994,0.9947
slow_meta,speed_sweep,slow,300.0,True,1766528154,0.3418,2308.0,0.24,27,5,1.67,0.6364,0.069,0.2353,1.0,0.0,0.0,2.0,2.0,0.0,732.0,1576.0,38.53,47.76,0.9999,0.9921
medium_nometa,speed_sweep,medium,300.0,False,436961116,0.8481,2202.0,0.2091,32,0,1.5,0.8529,0.7083,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1810.0,392.0,50.28,35.64,0.9981,0.9614
medium_meta,speed_sweep,medium,300.0,True,71487196,0.8987,1864.0,0.2169,29,0,1.38,0.9615,0.6667,1.0,2.0,1.0,0.0,1.0,1.5,1.0,854.0,1010.0,20.33,126.25,0.9598,0.9928
fast_nometa,speed_sweep,fast,300.0,False,183118582,0.8101,2258.0,0.2482,45,0,1.31,0.7143,0.6333,1.0,1.0,1.0,1.0,1.0,2.333,1.25,1120.0,1138.0,50.91,94.83,0.9732,0.978
very_fast_meta,speed_sweep,very_fast,300.0,True,979716904,0.6835,1911.0,0.1973,45,0,1.12,0.4643,0.6,1.0,1.167,1.0,1.0,1.0,1.25,1.4,613.0,1298.0,51.08,59.0,0.9871,0.9859
very_fast_meta,speed_sweep,very_fast,300.0,True,877132946,0.6582,2044.0,0.2141,48,0,1.39,0.5333,0.6061,1.0,1.25,1.0,1.667,1.0,1.0,2.0,952.0,1092.0,79.33,57.47,0.9687,0.9412
fast_nometa,speed_sweep,fast,300.0,False,680685158,0.4304,2214.0,0.1963,50,0,1.85,0.1,0.6087,1.0,1.6,1.0,3.667,1.0,1.0,0.0,1544.0,670.0,154.4,35.26,0.9367,0.9412
sesslen_60,session_sweep,medium,60.0,False,985083938,0.6203,2126.0,0.2332,51,0,2.25,0.2381,0.64,0.8485,1.0,1.0,8.0,1.5,3.0,1.0,1152.0,974.0,96.0,60.88,0.9393,0.8984
slow_meta,speed_sweep,slow,300.0,True,854157208,0.7089,1840.0,0.2109,43,2,2.5,0.4706,0.6486,0.96,6.0,0.0,1.0,1.0,0.0,2.0,1040.0,800.0,74.29,36.36,1.0,0.9979
slow_nometa,speed_sweep,slow,300.0,False,304401938,0.8734,2024.0,0.2315,27,0,1.5,0.7368,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1180.0,844.0,27.44,93.78,1.0,0.9758
fast_nometa,speed_sweep,fast,300.0,False,284993906,0.8354,1914.0,0.1965,40,0,1.29,0.7407,0.7273,1.0,1.0,1.0,2.0,1.0,2.0,1.0,582.0,1332.0,22.38,102.46,0.9993,0.9976
very_fast_meta,speed_sweep,very_fast,300.0,True,1502743740,0.7595,2276.0,0.2255,47,0,1.08,0.55,0.6,1.0,1.0,1.0,1.25,1.0,1.5,1.0,1606.0,670.0,123.54,35.26,0.9959,0.9993
fast_nometa,speed_sweep,fast,300.0,False,1480196080,0.5949,2144.0,0.1963,48,0,1.71,0.4,0.6,0.7436,1.0,1.4,1.0,1.0,2.2,3.0,750.0,1394.0,53.57,82.0,0.9735,0.964
very_fast_meta,speed_sweep,very_fast,300.0,True,1846274686,0.6962,2514.0,0.1956,44,0,1.16,0.84,0.2857,1.0,1.0,1.0,1.0,1.0,1.5,3.0,1836.0,678.0,91.8,45.2,0.9853,0.9559
sesslen_60,session_sweep,medium,60.0,False,1912239920,0.5063,2934.0,0.2509,54,0,1.29,0.2,0.7037,0.6818,1.0,0.0,2.0,1.0,1.0,1.0,2934.0,0.0,326.0,0.0,0.9909,0.9789
slow_nometa,speed_sweep,slow,300.0,False,143685005,0.7468,2224.0,0.2173,44,0,1.0,0.5556,0.7407,0.96,0.0,1.0,1.0,0.0,0.0,1.0,864.0,1360.0,45.47,85.0,1.0,0.9671
sesslen_120,session_sweep,medium,120.0,False,1957744446,0.9114,1702.0,0.2414,33,0,1.0,0.931,0.7222,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1310.0,392.0,33.59,56.0,0.9984,0.9895
slow_meta,speed_sweep,slow,300.0,True,1187193122,0.7975,2268.0,0.2279,27,0,1.75,0.8049,0.625,0.9091,4.0,1.0,1.0,0.0,1.0,0.0,1598.0,670.0,40.97,51.54,1.0,0.9644
medium_meta,speed_sweep,medium,300.0,True,1479566093,0.9241,2126.0,0.2102,43,0,1.33,0.9375,0.9167,0.9259,1.0,0.0,1.5,1.0,0.0,1.667,1342.0,784.0,44.73,130.67,0.9995,0.9945
sesslen_180,session_sweep,medium,180.0,False,849039492,0.7342,2098.0,0.2174,30,0,2.5,0.8485,0.25,0.9615,9.0,1.0,1.0,1.0,2.333,0.0,0.0,2098.0,0.0,131.12,0.9949,0.9813
sesslen_60,session_sweep,medium,60.0,False,904409147,0.4937,2104.0,0.2301,29,0,1.75,0.9474,0.0,0.5385,0.0,2.0,0.0,2.0,1.5,0.0,1600.0,504.0,64.0,20.16,0.9539,0.9836
medium_meta,speed_sweep,medium,300.0,True,751226608,0.8734,2040.0,0.2206,42,0,1.14,0.8824,0.7419,1.0,1.0,0.0,0.0,1.0,1.0,1.5,1280.0,760.0,47.41,76.0,0.9992,0.9956
very_fast_nometa,speed_sweep,very_fast,300.0,False,603354533,0.7468,2188.0,0.2376,45,0,1.12,0.6429,0.64,0.9615,1.167,1.0,1.2,1.0,1.0,1.4,1502.0,686.0,93.88,38.11,0.9998,0.9758
fast_nometa,speed_sweep,fast,300.0,False,1145243565,0.7215,2130.0,0.2102,53,0,1.12,0.5,0.7059,0.9565,1.0,1.0,1.25,1.0,1.0,1.25,1556.0,574.0,172.89,33.76,0.974,0.9422
sesslen_120,session_sweep,medium,120.0,False,401886818,0.6709,1964.0,0.217,45,0,1.0,0.5312,0.7742,0.75,1.0,0.0,1.0,1.0,1.0,0.0,754.0,1210.0,50.27,63.68,0.8824,0.9459
slow_meta,speed_sweep,slow,300.0,True,1734282185,0.5949,2270.0,0.2186,46,3,2.5,0.3684,0.5476,0.9444,7.0,0.0,0.0,1.0,0.0,1.0,1028.0,1242.0,85.67,59.14,0.9428,0.946
sesslen_180,session_sweep,medium,180.0,False,1655179225,0.8228,2128.0,0.2377,31,0,1.75,0.9032,0.625,0.9167,2.333,1.0,2.0,1.0,1.5,0.0,1068.0,1060.0,31.41,75.71,0.9947,0.9917
sesslen_120,session_sweep,medium,120.0,False,857137127,0.4684,1522.0,0.2306,48,0,1.0,0.0,0.6923,1.0,1.0,1.0,0.0,1.0,0.0,0.0,942.0,580.0,72.46,32.22,0.9996,0.9897
very_fast_meta,speed_sweep,very_fast,300.0,True,1159153752,0.7975,1992.0,0.2318,42,0,1.19,0.6923,0.68,1.0,1.167,1.0,1.0,1.0,1.8,1.333,834.0,1158.0,39.71,72.38,0.9861,0.998
very_fast_nometa,speed_sweep,very_fast,300.0,False,1313429331,0.7975,2234.0,0.2269,49,0,1.17,0.7143,0.75,0.9231,1.0,1.0,1.6,1.0,1.0,1.429,1620.0,614.0,85.26,55.82,0.9982,0.9997
slow_meta,speed_sweep,slow,300.0,True,1624905401,0.8354,2238.0,0.2173,27,0,1.0,0.8,0.6429,1.0,0.0,1.0,1.0,0.0,1.0,0.0,878.0,1360.0,21.95,113.33,0.9831,0.969
very_fast_meta,speed_sweep,very_fast,300.0,True,436871856,0.7468,1978.0,0.1955,48,0,1.14,0.6333,0.625,1.0,1.2,1.0,1.286,1.0,1.2,1.2,1408.0,570.0,108.31,31.67,0.9704,0.9723
sesslen_120,session_sweep,medium,120.0,False,477556560,0.6329,2456.0,0.2286,46,0,2.14,0.1765,0.8571,1.0,0.0,1.0,0.0,1.0,5.0,1.0,1278.0,1178.0,63.9,90.62,1.0,0.9663
fast_nometa,speed_sweep,fast,300.0,False,1074031114,0.8481,2416.0,0.1891,42,0,1.24,0.7692,0.7391,1.0,1.5,1.0,1.5,1.0,1.0,1.333,1774.0,642.0,70.96,53.5,0.9868,0.9961
medium_nometa,speed_sweep,medium,300.0,False,606264684,0.8608,1802.0,0.1969,33,0,1.38,0.8,0.6667,1.0,0.0,1.0,1.5,0.0,1.5,2.0,606.0,1196.0,17.31,108.73,0.9909,0.9999
very_fast_meta,speed_sweep,very_fast,300.0,True,930039090,0.7848,1998.0,0.1939,39,0,1.15,0.7778,0.6207,1.0,1.0,1.0,1.143,1.0,1.333,1.5,556.0,1442.0,24.17,84.82,0.9988,0.9987
fast_meta,speed_sweep,fast,300.0,True,302078046,0.8861,2182.0,0.2315,36,0,1.07,0.8889,0.6842,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1602.0,580.0,47.12,64.44,0.9992,0.9873
sesslen_120,session_sweep,medium,120.0,False,776353147,0.8101,1962.0,0.2249,53,0,1.14,0.4286,0.7609,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1364.0,598.0,104.92,46.0,0.9983,0.9912
fast_meta,speed_sweep,fast,300.0,True,610737665,0.7595,2298.0,0.2262,34,0,1.4,0.75,0.5,0.96,1.0,1.0,1.0,1.0,2.0,2.0,1638.0,660.0,63.0,34.74,0.9715,0.9797
fast_meta,speed_sweep,fast,300.0,True,981252327,0.7342,1785.0,0.2238,39,1,1.47,0.6857,0.625,0.95,1.6,1.0,1.5,1.0,1.75,0.0,1203.0,582.0,60.15,29.1,0.9652,0.9834
very_fast_meta,speed_sweep,very_fast,300.0,True,128270545,0.7468,2052.0,0.2193,44,0,1.14,0.68,0.7333,0.8333,1.0,1.0,1.143,1.0,2.0,1.222,822.0,1230.0,45.67,72.35,0.9976,0.9943
sesslen_180,session_sweep,medium,180.0,False,1807147909,0.7848,2144.0,0.2227,40,0,1.43,0.8077,0.4545,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2144.0,0.0,76.57,0.0,0.9997,0.9731
medium_meta,speed_sweep,medium,300.0,True,1162021794,0.9241,1924.0,0.2154,33,0,1.14,1.0,0.625,1.0,0.0,1.0,0.0,1.0,1.0,2.0,558.0,1366.0,13.95,227.67,0.9998,0.9892
very_fast_nometa,speed_sweep,very_fast,300.0,False,2006432805,0.6329,1922.0,0.1965,45,0,1.31,0.5294,0.35,1.0,1.667,1.0,1.333,1.0,1.75,2.0,1200.0,722.0,66.67,45.12,0.9836,0.9607
slow_meta,speed_sweep,slow,300.0,True,1010781372,0.8354,2128.0,0.2318,52,0,1.0,0.7143,0.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,858.0,1270.0,61.29,97.69,0.9987,0.9993
sesslen_60,session_sweep,medium,60.0,False,860063202,0.5063,1938.0,0.2109,38,0,2.25,0.5333,0.2,0.6897,2.0,1.5,5.0,2.0,1.5,3.0,0.0,1938.0,0.0,84.26,0.932,0.9334
very_fast_nometa,speed_sweep,very_fast,300.0,False,1103972299,0.7848,1950.0,0.2299,47,0,1.13,0.8438,0.6562,0.9333,1.0,1.167,1.1,1.0,1.5,1.25,1288.0,662.0,85.87,38.94,0.9787,0.9985
sesslen_180,session_sweep,medium,180.0,False,410639091,0.5063,1564.0,0.1936,28,0,1.2,1.0,0.0,0.8158,0.0,1.0,1.0,1.333,0.0,0.0,930.0,634.0,35.77,25.36,1.0,0.9962
very_fast_meta,speed_sweep,very_fast,300.0,True,223029353,0.5949,2074.0,0.1969,39,1,1.21,0.6897,0.0,0.871,0.0,1.2,1.0,1.25,1.25,0.0,744.0,1330.0,43.76,57.83,0.9836,0.9999
sesslen_180,session_sweep,medium,180.0,False,1140225095,0.6835,2176.0,0.2194,48,0,1.0,0.5,0.5484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1534.0,642.0,109.57,37.76,0.9966,0.9581
very_fast_nometa,speed_sweep,very_fast,300.0,False,1570864229,0.6329,2112.0,0.2244,43,0,1.32,0.7917,0.5517,0.5769,1.286,1.25,1.0,1.556,1.25,1.2,968.0,1144.0,50.95,67.29,0.9979,0.9943
medium_nometa,speed_sweep,medium,300.0,False,657907802,0.7722,2200.0,0.2108,52,0,1.17,0.0,0.7419,0.9744,1.0,0.0,0.0,1.0,0.0,1.5,1616.0,584.0,107.73,48.67,0.8884,0.9779
fast_meta,speed_sweep,fast,300.0,True,1274885840,0.8734,2136.0,0.1945,36,0,1.29,0.8,0.6429,1.0,1.0,1.0,0.0,1.0,1.5,2.0,1572.0,564.0,47.64,56.4,0.9871,0.9977
medium_meta,speed_sweep,medium,300.0,True,2067555768,0.7722,2016.0,0.1944,48,0,1.29,0.4286,0.5455,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1434.0,582.0,68.29,58.2,1.0,0.9913
medium_meta,speed_sweep,medium,300.0,True,190843318,0.7722,1950.0,0.2155,18,1,2.12,0.881,0.1333,1.0,4.5,1.0,1.5,0.0,1.5,0.0,0.0,1950.0,0.0,139.29,0.9999,0.9995
fast_meta,speed_sweep,fast,300.0,True,1592538373,0.5823,2202.0,0.2087,38,2,1.4,0.4483,0.3333,0.8966,3.0,1.0,2.0,1.0,1.333,1.0,1334.0,868.0,63.52,43.4,0.959,0.9953
sesslen_180,session_sweep,medium,180.0,False,590747255,0.5949,1842.0,0.2206,36,0,1.43,0.5,0.8,0.6957,1.0,2.0,1.0,0.0,1.5,0.0,690.0,1152.0,32.86,52.36,0.9842,0.9279
sesslen_180,session_sweep,medium,180.0,False,1624882740,0.8481,2254.0,0.2437,31,0,1.0,0.9394,0.7188,0.9286,1.0,1.0,1.0,0.0,1.0,1.0,1574.0,680.0,43.72,56.67,0.9346,0.9848
