condition,experiment,speed,session_length,meta,seed,hmm_accuracy,total_pnl,sharpe,n_vetoes,n_retrains,detection_lag,acc_trending,acc_mean_reverting,acc_volatile,lag_trending_to_mean_rev,lag_trending_to_volatile,lag_mean_rev_to_trending,lag_mean_rev_to_volatile,lag_volatile_to_trending,lag_volatile_to_mean_rev,pnl_when_correct,pnl_when_incorrect,avg_pnl_correct,avg_pnl_incorrect,conf_at_transition,conf_at_stable
sesslen_180,session_sweep,medium,180.0,False,1765656478,0.6835,1902.0,0.2354,36,0,2.86,0.8333,0.2,0.9667,4.0,2.0,2.0,1.0,1.0,9.0,1672.0,230.0,55.73,17.69,0.9987,0.9995
medium_nometa,speed_sweep,medium,300.0,False,635409785,0.8481,2240.0,0.2175,36,0,1.43,0.9524,0.7037,0.9032,0.0,1.5,1.0,0.0,0.0,1.667,2240.0,0.0,72.26,0.0,0.9885,0.9988
sesslen_60,session_sweep,medium,60.0,False,101235896,0.6456,2014.0,0.2264,43,0,1.86,0.2222,0.5417,0.9189,1.5,1.0,0.0,1.5,3.0,0.0,898.0,1116.0,44.9,69.75,0.8857,0.9541
medium_nometa,speed_sweep,medium,300.0,False,822737796,0.8101,1948.0,0.2141,48,0,1.0,0.5714,0.6667,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1320.0,628.0,69.47,52.33,0.9046,0.9509
very_fast_nometa,speed_sweep,very_fast,300.0,False,1254348735,0.481,1914.0,0.1967,32,0,1.21,0.6667,0.0,0.6923,0.0,1.167,1.0,1.0,1.571,0.0,0.0,1914.0,0.0,73.62,0.9996,0.9958
sesslen_60,session_sweep,medium,60.0,False,1991343914,0.3038,1634.0,0.1861,51,0,2.71,0.2381,0.75,0.2759,1.0,2.667,0.0,0.0,3.333,0.0,600.0,1034.0,54.55,60.82,0.9999,0.9762
sesslen_180,session_sweep,medium,180.0,False,313616431,0.7215,1924.0,0.2378,44,0,1.5,0.5667,0.7273,1.0,2.0,1.0,1.5,1.0,2.0,1.0,772.0,1152.0,42.89,67.76,0.9491,0.946
very_fast_nometa,speed_sweep,very_fast,300.0,False,1595144644,0.6329,1998.0,0.1957,51,0,1.1,0.2273,0.6,0.9375,1.0,1.0,2.0,1.0,1.0,1.125,732.0,1266.0,73.2,70.33,0.9674,0.9673
fast_nometa,speed_sweep,fast,300.0,False,899881032,0.6076,2216.0,0.197,19,0,1.27,0.9615,0.0,0.92,0.0,1.667,1.2,1.0,1.0,0.0,802.0,1414.0,25.06,50.5,0.9923,0.9934
sesslen_120,session_sweep,medium,120.0,False,507394888,0.6835,2172.0,0.2411,52,0,2.14,0.1905,0.7838,1.0,1.0,1.0,3.5,0.0,4.0,1.0,1580.0,592.0,121.54,42.29,0.9822,0.9829
medium_nometa,speed_sweep,medium,300.0,False,283297306,0.6962,2262.0,0.2162,35,0,1.57,0.62,0.75,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1378.0,884.0,51.04,52.0,0.9355,0.93
sesslen_120,session_sweep,medium,120.0,False,1480229726,0.7848,1814.0,0.2136,40,0,1.57,0.6857,0.7,1.0,2.0,1.0,2.0,1.0,2.0,0.0,634.0,1180.0,26.42,78.67,0.99,0.9728
slow_nometa,speed_sweep,slow,300.0,False,755416231,0.5696,1204.0,0.1872,16,0,2.0,0.8824,0.0,0.7317,0.0,3.0,0.0,1.0,0.0,0.0,1204.0,0.0,31.68,0.0,1.0,0.9988
medium_nometa,speed_sweep,medium,300.0,False,1066387870,0.5949,2086.0,0.2217,35,0,3.33,0.8889,0.1622,1.0,0.0,0.0,0.0,1.0,2.0,7.5,458.0,1628.0,22.9,67.83,0.9911,0.9735
very_fast_meta,speed_sweep,very_fast,300.0,True,1367357603,0.7975,1834.0,0.2143,45,0,1.18,0.7727,0.6207,1.0,1.2,1.0,1.0,1.0,1.667,1.429,1164.0,670.0,64.67,41.88,0.995,0.9964
slow_nometa,speed_sweep,slow,300.0,False,1560132179,0.7722,1476.0,0.1595,30,0,2.33,0.8485,0.0,0.7174,0.0,1.0,0.0,0.0,3.0,0.0,1476.0,0.0,33.55,0.0,0.9995,0.9953
very_fast_nometa,speed_sweep,very_fast,300.0,False,367679435,0.7468,2100.0,0.2375,39,0,1.21,0.5882,0.6471,1.0,1.0,1.0,1.4,1.0,1.8,1.0,1096.0,1004.0,54.8,50.2,0.998,0.9993
medium_nometa,speed_sweep,medium,300.0,False,1133143450,0.8354,2138.0,0.2534,36,0,1.5,0.871,0.7353,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1538.0,600.0,49.61,50.0,1.0,0.9868
medium_meta,speed_sweep,medium,300.0,True,1824529247,0.6076,3520.0,0.1618,48,0,1.0,0.5714,0.5789,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2308.0,1212.0,230.8,57.71,0.9997,0.9151
slow_meta,speed_sweep,slow,300.0,True,528949322,0.5316,1506.0,0.1935,27,3,5.0,0.76,0.0625,0.2308,11.0,3.0,0.0,0.0,1.0,0.0,942.0,564.0,30.39,26.86,0.9023,0.9557
sesslen_120,session_sweep,medium,120.0,False,670393305,0.7848,2138.0,0.2121,45,0,1.12,0.8235,0.7174,0.9375,1.0,0.0,1.0,1.0,0.0,1.5,1452.0,686.0,80.67,42.88,0.9991,0.9936
fast_meta,speed_sweep,fast,300.0,True,634047260,0.6456,1980.0,0.2298,29,1,2.31,0.6571,0.4815,0.8824,2.5,1.0,2.0,1.0,3.25,5.0,1062.0,918.0,44.25,35.31,0.9516,0.9863
slow_nometa,speed_sweep,slow,300.0,False,627346176,0.8228,1462.0,0.1884,56,0,2.0,0.0,0.7111,1.0,0.0,0.0,0.0,1.0,0.0,2.5,826.0,636.0,82.6,48.92,0.8878,0.9993
fast_nometa,speed_sweep,fast,300.0,False,1717190204,0.8608,2114.0,0.2203,33,0,1.13,0.8158,0.7647,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1432.0,682.0,40.91,62.0,0.9966,0.9716
very_fast_meta,speed_sweep,very_fast,300.0,True,1760065674,0.8101,2092.0,0.224,47,0,1.14,0.7742,0.6364,1.0,1.0,1.0,1.0,1.0,1.5,1.667,1492.0,600.0,87.76,40.0,0.994,0.9944
slow_nometa,speed_sweep,slow,300.0,False,186424242,0.9494,2314.0,0.2184,39,0,1.0,1.0,0.7647,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2314.0,0.0,64.28,0.0,0.9999,0.9979
medium_meta,speed_sweep,medium,300.0,True,1536189321,0.8481,2126.0,0.2347,33,0,1.25,0.8485,0.7308,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1454.0,672.0,42.76,56.0,0.9978,0.9778
sesslen_300,session_sweep,medium,300.0,False,1462303818,0.8101,1970.0,0.2151,39,0,1.29,0.8095,0.3125,1.0,0.0,1.0,0.0,1.0,1.0,3.0,604.0,1366.0,19.48,151.78,1.0,0.9573
very_fast_nometa,speed_sweep,very_fast,300.0,False,1111862822,0.7722,1904.0,0.2236,40,0,1.09,0.8696,0.4828,1.0,1.25,1.0,1.0,1.0,1.0,1.4,900.0,1004.0,42.86,55.78,0.9991,0.9969
very_fast_meta,speed_sweep,very_fast,300.0,True,1615286488,0.8228,2094.0,0.213,47,0,1.14,0.8077,0.7,1.0,1.0,1.0,1.25,1.0,1.2,1.333,1884.0,210.0,104.67,15.0,0.9966,0.9941
slow_nometa,speed_sweep,slow,300.0,False,529701756,0.9241,2212.0,0.2343,34,0,1.33,0.7917,0.8,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1502.0,710.0,37.55,142.0,0.9997,0.9706
slow_meta,speed_sweep,slow,300.0,True,1385733045,0.8228,1850.0,0.2147,34,0,1.25,0.7586,0.7143,0.9655,0.0,1.0,1.0,0.0,1.0,2.0,1236.0,614.0,37.45,51.17,0.9681,0.9363
medium_nometa,speed_sweep,medium,300.0,False,253630762,0.8987,2076.0,0.2307,36,0,1.0,0.9,0.7826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1476.0,600.0,42.17,75.0,0.994,0.9943
sesslen_60,session_sweep,medium,60.0,False,1594099346,0.4557,2680.0,0.2452,51,0,1.56,0.3636,0.2941,0.6552,3.0,1.333,1.0,1.0,2.0,1.0,1432.0,1248.0,110.15,83.2,0.9543,0.9148
very_fast_meta,speed_sweep,very_fast,300.0,True,237953562,0.7468,2058.0,0.2132,51,0,1.1,0.625,0.7083,0.9565,1.0,1.167,1.0,1.0,1.333,1.0,908.0,1150.0,75.67,71.88,0.9988,0.9558
sesslen_120,session_sweep,medium,120.0,False,34359046,0.8228,2390.0,0.2362,39,0,1.17,0.75,0.7586,0.9333,0.0,1.5,1.0,1.0,1.0,1.0,1584.0,806.0,56.57,67.17,0.947,0.992
sesslen_300,session_sweep,medium,300.0,False,1453473275,0.8481,2054.0,0.2286,50,0,1.33,0.6667,0.7647,1.0,1.0,0.0,2.0,1.0,2.0,1.333,1532.0,522.0,90.12,43.5,1.0,0.9984
sesslen_180,session_sweep,medium,180.0,False,272849770,0.6835,1700.0,0.2111,48,0,1.5,0.4545,0.7,0.9615,1.0,1.0,2.0,1.0,1.0,3.0,1500.0,200.0,100.0,12.5,0.9208,0.9341
sesslen_300,session_sweep,medium,300.0,False,1459301850,0.8734,2116.0,0.2192,49,0,1.43,1.0,0.6923,0.9545,1.0,0.0,0.0,1.0,1.0,2.5,1716.0,400.0,78.0,50.0,1.0,0.9993
medium_nometa,speed_sweep,medium,300.0,False,1577863892,0.4304,1908.0,0.2242,51,0,3.5,0.0645,0.6818,0.6538,2.0,2.0,6.0,2.0,7.0,0.0,1516.0,392.0,116.62,26.13,0.9284,0.9658
very_fast_nometa,speed_sweep,very_fast,300.0,False,2026025111,0.7595,2270.0,0.2182,39,0,1.3,0.625,0.6111,1.0,1.0,1.0,1.25,1.0,1.833,2.5,922.0,1348.0,43.9,70.95,0.9995,0.9974
medium_nometa,speed_sweep,medium,300.0,False,2002400387,0.8734,1948.0,0.2164,39,0,1.0,0.9048,0.7143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,768.0,1180.0,25.6,118.0,0.9997,0.9979
very_fast_meta,speed_sweep,very_fast,300.0,True,1400199328,0.8101,2094.0,0.2118,46,0,1.1,0.7407,0.6923,1.0,1.0,1.0,1.2,1.0,1.5,1.0,2094.0,0.0,116.33,0.0,0.9996,0.9975
fast_meta,speed_sweep,fast,300.0,True,706732029,0.7342,2340.0,0.2256,30,0,1.38,0.6944,0.6087,0.95,1.667,1.333,1.0,1.0,2.0,1.0,1638.0,702.0,56.48,35.1,0.9967,0.9881
very_fast_nometa,speed_sweep,very_fast,300.0,False,196932523,0.7468,2258.0,0.1907,43,0,1.12,0.6333,0.6897,1.0,1.0,1.0,1.4,1.0,1.333,1.25,1678.0,580.0,93.22,32.22,0.9846,0.9811
sesslen_300,session_sweep,medium,300.0,False,876823787,0.7722,2014.0,0.197,24,0,1.14,0.7727,0.6429,0.8571,2.0,1.0,1.0,0.0,1.0,1.0,610.0,1404.0,15.25,93.6,0.9599,0.9996
slow_nometa,speed_sweep,slow,300.0,False,526551789,0.8481,1904.0,0.1971,48,0,1.0,1.0,0.7143,1.0,1.0,0.0,0.0,1.0,1.0,0.0,584.0,1320.0,30.74,110.0,1.0,0.996
sesslen_60,session_sweep,medium,60.0,False,1603108823,0.519,1896.0,0.2324,48,0,1.2,0.0556,0.7647,1.0,1.0,1.0,0.0,1.0,2.0,0.0,440.0,1456.0,29.33,91.0,0.9942,0.9669
fast_nometa,speed_sweep,fast,300.0,False,1449009747,0.7975,2326.0,0.2242,32,0,1.46,0.8,0.625,1.0,2.25,1.0,1.0,1.0,1.5,1.0,2326.0,0.0,75.03,0.0,0.9942,0.9919
very_fast_meta,speed_sweep,very_fast,300.0,True,1946749606,0.7848,2370.0,0.189,50,0,1.09,0.619,0.7143,0.9667,1.0,1.125,1.0,1.0,1.0,1.25,1770.0,600.0,136.15,37.5,0.9996,0.9972
medium_meta,speed_sweep,medium,300.0,True,1035497033,0.8481,2362.0,0.2158,21,0,1.62,0.8511,0.7222,1.0,1.333,1.0,2.0,1.0,3.0,0.0,834.0,1528.0,17.74,138.91,0.9997,0.9835
sesslen_180,session_sweep,medium,180.0,False,315255580,0.7342,2058.0,0.2417,42,0,1.12,0.5588,0.7778,0.9259,1.0,1.0,1.0,0.0,1.5,1.0,1226.0,832.0,61.3,48.94,0.9984,0.9646
sesslen_180,session_sweep,medium,180.0,False,788651233,0.4684,1516.0,0.206,55,0,1.2,0.0857,0.7353,0.9,1.0,0.0,2.0,1.0,0.0,0.0,846.0,670.0,141.0,37.22,0.9989,0.9766
fast_meta,speed_sweep,fast,300.0,True,274076205,0.8101,2028.0,0.1954,36,0,1.43,0.8889,0.697,0.9,1.75,1.0,1.25,1.0,3.0,1.0,584.0,1444.0,20.86,96.27,0.9996,0.9906
sesslen_180,session_sweep,medium,180.0,False,1280340276,0.5316,2076.0,0.2203,38,0,2.43,0.5667,0.1667,0.84,3.0,2.0,4.0,1.0,3.0,0.0,266.0,1810.0,12.67,90.5,0.9735,0.9498
sesslen_300,session_sweep,medium,300.0,False,618845170,0.8354,2114.0,0.2372,27,0,1.5,0.7714,0.75,0.9375,0.0,1.0,0.0,1.0,2.0,0.0,1462.0,652.0,36.55,54.33,0.9999,0.998
slow_nometa,speed_sweep,slow,300.0,False,432105335,0.7215,2352.0,0.2162,15,0,1.0,0.6538,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1586.0,766.0,36.88,36.48,0.9982,0.955
medium_meta,speed_sweep,medium,300.0,True,1790797530,0.7468,2106.0,0.1932,37,0,1.43,0.6774,0.7143,0.8519,1.0,1.0,1.0,1.0,2.5,0.0,1436.0,670.0,59.83,37.22,1.0,0.9796
very_fast_nometa,speed_sweep,very_fast,300.0,False,2142537295,0.8101,2544.0,0.2344,51,0,1.15,0.7619,0.7059,1.0,1.1,1.0,1.25,1.0,1.0,1.429,1934.0,610.0,148.77,40.67,0.9997,0.9985
sesslen_180,session_sweep,medium,180.0,False,1647816243,0.7975,1970.0,0.2166,27,0,1.62,0.7073,0.7778,0.931,1.0,1.0,0.0,1.0,2.667,0.0,618.0,1352.0,15.07,122.91,0.9845,0.9506
medium_nometa,speed_sweep,medium,300.0,False,359623708,0.7848,2158.0,0.2261,36,0,2.29,0.75,0.5,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1478.0,680.0,52.79,45.33,0.9865,0.9929
medium_meta,speed_sweep,medium,300.0,True,393004204,0.6456,1406.0,0.2076,12,2,1.0,0.9643,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,454.0,952.0,10.81,38.08,1.0,0.9978
medium_meta,speed_sweep,medium,300.0,True,1099243141,0.8481,2026.0,0.1964,39,0,1.0,0.9231,0.6552,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1354.0,672.0,48.36,56.0,0.9991,0.9858
sesslen_120,session_sweep,medium,120.0,False,730325049,0.4051,2194.0,0.2237,53,0,1.5,0.0,0.7419,0.6,1.5,0.0,0.0,1.0,0.0,2.0,1730.0,464.0,247.14,24.42,0.9999,0.9891
fast_meta,speed_sweep,fast,300.0,True,450238951,0.4937,1870.0,0.1959,27,4,2.2,0.76,0.1351,0.8824,7.0,1.0,1.0,1.0,1.0,4.0,536.0,1334.0,25.52,43.03,0.9846,0.9858
fast_nometa,speed_sweep,fast,300.0,False,712335573,0.7848,2108.0,0.2189,39,0,1.33,0.8235,0.7143,0.9,1.0,1.333,1.4,0.0,1.0,2.0,834.0,1274.0,33.36,84.93,0.9991,0.9915
sesslen_120,session_sweep,medium,120.0,False,1926804062,0.5696,1842.0,0.2143,50,0,3.43,0.1765,0.8421,0.8846,1.0,1.5,3.0,1.0,15.0,1.0,662.0,1180.0,44.13,84.29,0.9082,0.9716
sesslen_180,session_sweep,medium,180.0,False,853540962,0.8608,2164.0,0.2164,36,0,1.38,0.8,0.7895,1.0,1.0,1.0,1.5,0.0,2.0,0.0,2164.0,0.0,65.58,0.0,1.0,0.9768
medium_meta,speed_sweep,medium,300.0,True,820405692,0.8228,2234.0,0.2143,42,0,1.86,0.7241,0.7273,1.0,1.0,1.0,2.0,0.0,2.5,3.0,2234.0,0.0,93.08,0.0,0.9951,0.9948
fast_meta,speed_sweep,fast,300.0,True,627191918,0.8608,2374.0,0.1879,45,0,1.06,0.9167,0.7188,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1704.0,670.0,74.09,60.91,0.9964,0.9924
very_fast_meta,speed_sweep,very_fast,300.0,True,500366613,0.8228,1846.0,0.2151,43,0,1.21,0.8438,0.7,1.0,1.0,1.0,1.364,1.0,2.0,1.4,1254.0,592.0,57.0,42.29,0.9997,0.9944
sesslen_60,session_sweep,medium,60.0,False,1304652970,0.6962,2080.0,0.2325,27,0,3.14,0.9375,0.2759,0.9444,7.5,2.0,1.0,1.0,0.0,2.0,2080.0,0.0,63.03,0.0,0.9959,0.9436
medium_meta,speed_sweep,medium,300.0,True,1531337971,0.8861,2708.0,0.2236,33,0,1.43,0.9259,0.6957,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1986.0,722.0,52.26,90.25,0.9907,0.995
sesslen_180,session_sweep,medium,180.0,False,318206517,0.8228,2266.0,0.2246,51,0,1.12,0.6364,0.7,1.0,1.0,1.0,0.0,1.0,1.5,1.0,1596.0,670.0,99.75,55.83,1.0,0.9776
medium_nometa,speed_sweep,medium,300.0,False,483519138,0.7468,2670.0,0.2236,34,0,1.86,0.6071,0.2857,0.9091,3.0,1.0,0.0,1.0,2.333,0.0,1986.0,684.0,68.48,42.75,1.0,0.9868
fast_nometa,speed_sweep,fast,300.0,False,1595919079,0.8734,2008.0,0.195,42,0,1.13,0.7857,0.72,1.0,0.0,1.0,1.0,1.0,1.0,1.4,1354.0,654.0,50.15,65.4,0.9955,0.9979
very_fast_nometa,speed_sweep,very_fast,300.0,False,2096165246,0.7722,1932.0,0.2156,52,0,1.14,0.8276,0.5806,1.0,1.0,1.0,1.222,1.0,1.75,1.0,586.0,1346.0,65.11,74.78,0.99,0.9862
sesslen_60,session_sweep,medium,60.0,False,1017698550,0.3797,1772.0,0.2303,49,0,2.17,0.1622,0.7083,0.3889,1.0,2.5,0.0,2.0,3.0,2.0,836.0,936.0,119.43,40.7,0.9543,0.8783
slow_meta,speed_sweep,slow,300.0,True,1697892313,0.2152,2086.0,0.23,21,6,2.0,0.5238,0.0,0.2727,0.0,0.0,0.0,2.0,0.0,0.0,1362.0,724.0,80.12,17.66,1.0,0.9991
sesslen_300,session_sweep,medium,300.0,False,1884526549,0.7595,1940.0,0.2153,35,0,2.25,0.84,0.6154,1.0,8.0,1.0,2.5,1.0,0.0,1.0,574.0,1366.0,21.26,80.35,0.97,0.988
medium_meta,speed_sweep,medium,300.0,True,509631979,0.8861,2030.0,0.1952,50,0,1.12,1.0,0.7632,1.0,0.0,1.0,1.0,1.0,0.0,1.25,1360.0,670.0,68.0,74.44,0.9986,0.9995
medium_nometa,speed_sweep,medium,300.0,False,2032660454,0.8608,1992.0,0.2255,45,0,1.38,0.9375,0.7059,1.0,1.0,0.0,0.0,1.0,1.0,2.5,1410.0,582.0,61.3,52.91,0.9995,0.9952
medium_meta,speed_sweep,medium,300.0,True,1701768893,0.7722,2266.0,0.2212,40,0,1.88,0.6538,0.75,1.0,1.0,0.0,1.5,1.0,6.0,2.0,1624.0,642.0,73.82,37.76,1.0,0.9955
medium_nometa,speed_sweep,medium,300.0,False,1067789481,0.7722,1968.0,0.242,41,0,1.29,1.0,0.5135,1.0,0.0,1.0,1.0,1.0,0.0,1.667,1298.0,670.0,46.36,67.0,0.9996,0.9705
sesslen_60,session_sweep,medium,60.0,False,193132668,0.4937,2640.0,0.2584,52,0,2.62,0.1143,0.7692,0.8333,1.0,0.0,5.0,1.0,6.0,1.0,1724.0,916.0,191.56,50.89,0.9969,0.9768
very_fast_nometa,speed_sweep,very_fast,300.0,False,785256791,0.7215,2156.0,0.1974,43,0,1.26,0.5862,0.5455,1.0,1.5,1.0,1.2,1.0,1.5,1.625,1434.0,722.0,79.67,40.11,0.9899,0.9607
slow_nometa,speed_sweep,slow,300.0,False,1558980000,0.8608,2138.0,0.2103,51,0,1.0,0.0,0.7556,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2138.0,0.0,125.76,0.0,1.0,0.9925
slow_nometa,speed_sweep,slow,300.0,False,730998922,0.8608,1962.0,0.1967,24,0,1.25,0.7949,0.7857,1.0,0.0,1.0,2.0,0.0,0.0,1.0,650.0,1312.0,14.77,119.27,1.0,0.9687
medium_nometa,speed_sweep,medium,300.0,False,812474808,0.8608,1288.0,0.1593,22,0,1.29,0.7105,0.0,1.0,0.0,1.0,0.0,0.0,1.667,0.0,580.0,708.0,12.61,64.36,1.0,0.9829
slow_meta,speed_sweep,slow,300.0,True,95841536,0.7342,2272.0,0.2331,18,0,1.0,0.7209,0.7222,0.7778,1.0,1.0,1.0,0.0,0.0,0.0,1470.0,802.0,35.85,40.1,0.9998,0.9856
fast_nometa,speed_sweep,fast,300.0,False,131624754,0.481,2010.0,0.2126,34,0,1.91,0.6471,0.0541,1.0,0.0,1.0,1.667,1.0,3.0,4.0,1360.0,650.0,61.82,28.26,0.9965,0.9687
fast_nometa,speed_sweep,fast,300.0,False,328356000,0.5823,1910.0,0.2147,39,0,2.14,0.3429,0.4,0.9655,1.0,1.2,2.5,1.0,3.333,6.0,1254.0,656.0,59.71,34.53,0.9313,0.948
medium_nometa,speed_sweep,medium,300.0,False,731471424,0.519,2138.0,0.2391,48,0,2.33,0.2162,0.5714,1.0,1.0,1.0,1.0,1.0,6.0,4.0,994.0,1144.0,76.46,63.56,0.9971,0.9674
fast_meta,speed_sweep,fast,300.0,True,1329765513,0.4684,1458.0,0.1885,27,3,1.1,0.7619,0.0,1.0,0.0,1.0,1.0,1.0,1.5,0.0,1458.0,0.0,58.32,0.0,0.9798,0.9683
medium_meta,speed_sweep,medium,300.0,True,1688360847,0.8861,2208.0,0.214,45,0,1.25,1.0,0.7188,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2208.0,0.0,88.32,0.0,0.9985,0.9975
sesslen_60,session_sweep,medium,60.0,False,425827348,0.519,1790.0,0.1973,47,0,1.43,0.5294,0.2,0.617,0.0,1.0,0.0,1.5,1.0,2.0,1168.0,622.0,64.89,44.43,0.9673,0.9533
medium_meta,speed_sweep,medium,300.0,True,1482831644,0.7215,1974.0,0.1967,36,0,1.25,1.0,0.4,0.9565,2.0,1.0,1.0,1.0,1.0,1.5,718.0,1256.0,23.93,96.62,0.969,0.9198
fast_meta,speed_sweep,fast,300.0,True,923847667,0.6203,2402.0,0.2157,24,1,1.42,1.0,0.3226,0.6087,1.0,3.0,1.0,1.667,1.0,2.0,628.0,1774.0,20.26,73.92,0.9466,0.9769
very_fast_meta,speed_sweep,very_fast,300.0,True,890743084,0.7468,2174.0,0.212,45,0,1.19,0.5714,0.6923,1.0,1.143,1.0,1.333,1.0,1.5,1.5,1502.0,672.0,100.13,35.37,0.9871,0.9992
medium_nometa,speed_sweep,medium,300.0,False,1770775376,0.8228,2054.0,0.1972,30,0,1.12,0.7619,0.75,1.0,1.0,1.0,1.5,0.0,1.0,0.0,654.0,1400.0,18.69,100.0,0.9999,0.983
sesslen_120,session_sweep,medium,120.0,False,1173665689,0.4051,1350.0,0.1601,54,0,2.0,0.2895,0.7241,0.0,1.5,0.0,2.5,0.0,2.0,0.0,0.0,1350.0,0.0,84.38,0.9623,0.9767
very_fast_nometa,speed_sweep,very_fast,300.0,False,258212151,0.8101,2512.0,0.1853,47,0,1.24,0.7931,0.6818,0.9286,1.0,1.0,1.0,1.286,1.571,1.5,1948.0,564.0,92.76,51.27,0.9982,0.9418
medium_nometa,speed_sweep,medium,300.0,False,1310444472,0.8101,1934.0,0.1941,47,0,1.25,0.6538,0.7143,1.0,0.0,1.0,1.0,1.0,2.0,1.333,1320.0,614.0,73.33,43.86,1.0,0.9673
very_fast_nometa,speed_sweep,very_fast,300.0,False,204225561,0.7468,2110.0,0.2272,46,0,1.33,0.6,0.5833,1.0,1.25,1.0,1.167,1.0,1.8,2.25,1550.0,560.0,119.23,28.0,0.9919,0.9952
medium_nometa,speed_sweep,medium,300.0,False,2127541362,0.8861,2244.0,0.2176,43,0,1.43,1.0,0.7308,0.95,0.0,3.0,1.0,1.0,0.0,1.333,2244.0,0.0,83.11,0.0,0.989,0.9992
sesslen_60,session_sweep,medium,60.0,False,331560832,0.557,2116.0,0.2232,49,0,1.86,0.3704,0.3929,0.9583,2.5,1.0,0.0,1.0,1.0,4.0,1446.0,670.0,96.4,44.67,0.9254,0.955
fast_meta,speed_sweep,fast,300.0,True,360420157,0.8987,2168.0,0.2123,36,0,1.14,0.9,0.6923,1.0,1.333,1.0,1.0,1.0,1.2,0.0,1536.0,632.0,43.89,79.0,0.9993,0.9872
fast_nometa,speed_sweep,fast,300.0,False,2123313720,0.5063,1710.0,0.2128,49,0,1.69,0.1842,0.65,0.9524,1.25,1.333,1.5,1.0,3.5,2.0,614.0,1096.0,55.82,57.68,0.9349,0.9551
slow_meta,speed_sweep,slow,300.0,True,711352302,0.8101,2088.0,0.2484,30,0,2.25,0.7778,0.8529,0.0,3.5,0.0,1.0,0.0,0.0,0.0,732.0,1356.0,21.53,90.4,0.9952,0.9847
sesslen_300,session_sweep,medium,300.0,False,895216333,0.6835,2145.0,0.1974,42,0,1.75,0.5854,0.6667,1.0,1.0,1.0,1.5,1.0,3.5,0.0,691.0,1454.0,46.07,66.09,0.9743,0.9083
fast_meta,speed_sweep,fast,300.0,True,539474452,0.7975,2238.0,0.2178,42,0,1.57,0.6667,0.7778,0.8919,1.0,1.0,3.5,1.0,1.333,1.667,2238.0,0.0,101.73,0.0,0.9936,0.9847
fast_meta,speed_sweep,fast,300.0,True,1655809298,0.7722,2098.0,0.2233,36,0,1.43,0.7273,0.5,1.0,1.0,1.0,1.333,1.0,1.667,4.0,1456.0,642.0,56.0,37.76,0.995,0.9885
sesslen_180,session_sweep,medium,180.0,False,689805438,0.6076,2160.0,0.2156,17,0,1.86,0.8214,0.0,0.8333,0.0,1.333,1.0,1.0,3.5,0.0,1246.0,914.0,35.6,33.85,0.9999,0.9976
slow_nometa,speed_sweep,slow,300.0,False,1450600028,0.6709,2004.0,0.2134,42,0,1.25,0.6429,0.7222,0.6667,0.0,1.0,1.0,0.0,2.0,1.0,1354.0,650.0,58.87,46.43,0.9998,0.975
medium_meta,speed_sweep,medium,300.0,True,1557895274,0.6076,1888.0,0.1962,27,2,2.43,0.6429,0.15,0.871,0.0,1.0,1.0,1.0,2.0,9.0,0.0,1888.0,0.0,67.43,0.9955,0.9904
medium_nometa,speed_sweep,medium,300.0,False,1347965632,0.8987,2092.0,0.2171,36,0,1.12,0.9697,0.7742,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1438.0,654.0,41.09,81.75,0.9999,0.9977
very_fast_nometa,speed_sweep,very_fast,300.0,False,1911303846,0.7342,2056.0,0.2162,42,0,1.06,0.5385,0.6522,0.9667,1.0,1.0,1.333,1.0,1.2,1.0,1250.0,806.0,73.53,40.3,0.9989,0.984
fast_meta,speed_sweep,fast,300.0,True,383774918,0.7848,1972.0,0.2151,36,0,1.14,0.7143,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.667,606.0,1366.0,23.31,80.35,0.9992,0.9941
fast_nometa,speed_sweep,fast,300.0,False,1954277328,0.7975,1938.0,0.1965,42,0,1.29,0.6087,0.6667,1.0,1.5,1.0,1.0,1.0,1.667,1.5,560.0,1378.0,26.67,86.12,0.9997,0.9917
